rank, word, likelyhood 
693, HEATH, 1.4688769679999997e-06
694, TRACK, 1.4650104e-06
695, DRILL, 1.4636787840000002e-06
696, FOCUS, 1.4545944e-06
697, DRUGS, 1.454418e-06
698, LABEL, 1.4540489600000003e-06
699, FATAL, 1.4515523100000002e-06
700, SPAIN, 1.4513041839999997e-06
701, WENDY, 1.4506128000000002e-06
702, TOUCH, 1.4374080000000002e-06
703, MOTOR, 1.4273663249999998e-06
704, STAGE, 1.4271625e-06
705, SMILE, 1.42134336e-06
706, DISKS, 1.416933e-06
707, BADGE, 1.4165775000000002e-06
708, STOPS, 1.4157325000000002e-06
709, EAGLE, 1.4114923500000002e-06
710, CHINA, 1.409213376e-06
711, BOXED, 1.4082432e-06
712, TRUST, 1.4069267999999998e-06
713, SWEET, 1.4060246200000003e-06
714, THEME, 1.4017657499999997e-06
715, TEXAS, 1.39741875e-06
716, TWINS, 1.39356e-06
717, LEVEL, 1.3752516959999999e-06
718, ROCKS, 1.3716569999999998e-06
719, LUCAS, 1.3680211999999997e-06
720, DRAWS, 1.35260874e-06
721, DEVEL, 1.3488045479999999e-06
722, CLARK, 1.3456951200000002e-06
723, EARTH, 1.3444652300000003e-06
724, SCENE, 1.3442213399999999e-06
725, SPENT, 1.342676258e-06
726, GREEK, 1.3403269880000002e-06
727, MOUTH, 1.3364471999999997e-06
728, SCORE, 1.3272058800000001e-06
729, SPORT, 1.325680356e-06
730, HONOR, 1.3250844600000004e-06
731, SINGH, 1.3249656000000002e-06
732, THANK, 1.3209906e-06
733, GREAT, 1.30401271e-06
734, GONNA, 1.29395364e-06
735, FULLY, 1.2933425400000003e-06
736, SONIC, 1.29141474e-06
737, NANCY, 1.28833152e-06
738, CONDO, 1.2813633e-06
739, WOULD, 1.2761088e-06
740, PICKS, 1.2669048e-06
741, SPRAY, 1.2658217000000002e-06
742, GUIDE, 1.2565583999999998e-06
743, TROUT, 1.2551994e-06
744, YARDS, 1.2519990000000002e-06
745, PATCH, 1.250568144e-06
746, VERSE, 1.250235675e-06
747, ARENA, 1.244417559e-06
748, HELPS, 1.244061e-06
749, CEDAR, 1.2381700500000003e-06
750, ANNIE, 1.2323115e-06
751, MATCH, 1.20668856e-06
752, BLINK, 1.2008505600000002e-06
753, STEPS, 1.1979275e-06
754, RISKS, 1.194669e-06
755, FLOOR, 1.1920244700000004e-06
756, LAMPS, 1.1914448000000002e-06
757, MARCO, 1.1804562000000003e-06
758, BRICK, 1.179569664e-06
759, FIBRE, 1.1782584e-06
760, GLORY, 1.1721309600000003e-06
761, LAYER, 1.164819656e-06
762, SHOCK, 1.163651216e-06
763, FLASH, 1.16070696e-06
764, ROUGE, 1.1597099999999997e-06
765, COSTA, 1.154369475e-06
766, BEGIN, 1.1468644199999999e-06
767, TAMIL, 1.1453862e-06
768, TRUTH, 1.1404871999999999e-06
769, FLOOD, 1.1386502400000003e-06
770, TRICK, 1.1342016000000002e-06
771, DICKS, 1.1335464e-06
772, CABIN, 1.1332920600000002e-06
773, HERBS, 1.1329841250000001e-06
774, AHEAD, 1.1320108800000002e-06
775, ALLOY, 1.1222274000000003e-06
776, SIMON, 1.110282768e-06
777, BITCH, 1.1067114239999996e-06
778, SPOKE, 1.1060048999999999e-06
779, VERDE, 1.103149125e-06
780, BLACK, 1.0995129600000002e-06
781, BREAK, 1.0981670700000001e-06
782, DELTA, 1.0972716299999999e-06
783, SPLIT, 1.09700822e-06
784, PROVE, 1.094327325e-06
785, PROBE, 1.094327325e-06
786, NAMED, 1.0893209600000001e-06
787, DRINK, 1.0880233920000002e-06
788, SPEND, 1.087737728e-06
789, KENNY, 1.0823183280000002e-06
790, JENNY, 1.0823183280000002e-06
791, SAMOA, 1.076653676e-06
792, ALLAN, 1.0711155000000001e-06
793, GIVEN, 1.064608272e-06
794, HOPED, 1.0634041600000001e-06
795, BACON, 1.0544286480000002e-06
796, FRAUD, 1.053075456e-06
797, GUARD, 1.0506946560000003e-06
798, BEGAN, 1.0499463e-06
799, DAVID, 1.044933696e-06
800, DRIVE, 1.0329336e-06
801, SCARY, 1.022738112e-06
802, THINK, 1.0227024e-06
803, LAURA, 1.017903744e-06
804, LOGIN, 1.0129001999999997e-06
805, SUSAN, 1.005747925e-06
806, CLUBS, 1.000188e-06
807, FRESH, 9.98769618e-07
808, BUNCH, 9.957991679999998e-07
809, TOWER, 9.9228675e-07
810, GAUGE, 9.879720000000002e-07
811, SMART, 9.85320864e-07
812, METAL, 9.8127315e-07
813, WHEAT, 9.805796e-07
814, DROVE, 9.79134975e-07
815, SUGAR, 9.789604500000002e-07
816, BROOK, 9.78367026e-07
817, GRILL, 9.757858560000002e-07
818, TEDDY, 9.713924999999998e-07
819, YOURS, 9.624383999999998e-07
820, ELVIS, 9.534199499999999e-07
821, VEGAS, 9.502447500000003e-07
822, BUCKS, 9.470915999999997e-07
823, KINGS, 9.446220000000002e-07
824, DADDY, 9.428319000000001e-07
825, STILL, 9.393936000000002e-07
826, RADAR, 9.3819765e-07
827, BUSTY, 9.377495400000001e-07
828, PATIO, 9.30644073e-07
829, MASON, 9.293842250000001e-07
830, LOGAN, 9.273029999999999e-07
831, DIGIT, 9.268311599999999e-07
832, BRIEF, 9.253520639999998e-07
833, VIRUS, 9.176328000000001e-07
834, MILFS, 9.16839e-07
835, LIKED, 9.158123519999999e-07
836, KERRY, 9.149797800000003e-07
837, JERRY, 9.149797800000003e-07
838, CASIO, 9.075940650000001e-07
839, STOOD, 9.060688000000002e-07
840, VALID, 9.030291200000001e-07
841, GRAVE, 8.894706e-07
842, CLICK, 8.839756800000001e-07
843, CURVE, 8.83517625e-07
844, LIMIT, 8.820040319999999e-07
845, WATCH, 8.775916800000001e-07
846, LODGE, 8.765249999999999e-07
847, PASTA, 8.752244550000001e-07
848, SLEEP, 8.720912199999999e-07
849, FLUID, 8.702668800000002e-07
850, MEYER, 8.631522900000001e-07
851, SUDAN, 8.6206965e-07
852, NORTH, 8.605909999999999e-07
853, DODGE, 8.596687499999999e-07
854, GLENN, 8.541748600000001e-07
855, BRUSH, 8.519921279999999e-07
856, FAVOR, 8.437736790000003e-07
857, REBEL, 8.423906399999999e-07
858, WAYNE, 8.417133999999999e-07
859, CLOCK, 8.379352800000001e-07
860, CLERK, 8.356332600000002e-07
861, ALLAH, 8.351070000000001e-07
862, ALIVE, 8.33112e-07
863, BEING, 8.305390080000002e-07
864, CRAIG, 8.300763360000001e-07
865, GUILD, 8.25765888e-07
866, JAMIE, 8.1837014e-07
867, APART, 8.10756144e-07
868, LANKA, 8.0969616e-07
869, PITCH, 8.087506559999999e-07
870, BLOCK, 8.0690064e-07
871, FLOWS, 8.0061345e-07
872, TRUNK, 8.000172000000001e-07
873, SPANK, 7.93730696e-07
874, CLOUD, 7.9252992e-07
875, NIGER, 7.901712e-07
876, LINDA, 7.854537599999998e-07
877, ERROR, 7.849817150000004e-07
878, CHICK, 7.829498880000001e-07
879, JUICE, 7.8185856e-07
880, SCOTT, 7.77878556e-07
881, CARGO, 7.761116250000001e-07
882, GHOST, 7.72875012e-07
883, PROUD, 7.72821504e-07
884, SHEEP, 7.724236519999999e-07
885, CIVIL, 7.71416136e-07
886, NEVER, 7.7041692e-07
887, CACHE, 7.688746800000001e-07
888, WELSH, 7.685496000000001e-07
889, KELLY, 7.649296200000003e-07
890, GHANA, 7.64048816e-07
891, POWER, 7.5413793e-07
892, KEEPS, 7.504497000000001e-07
893, ELDER, 7.426146000000001e-07
894, NURSE, 7.417184999999999e-07
895, LEWIS, 7.408182599999999e-07
896, FOCAL, 7.396662000000001e-07
897, STEAL, 7.309802500000001e-07
898, PUNCH, 7.276993920000001e-07
899, PLAYS, 7.272972e-07
900, THICK, 7.249536e-07
901, MIXER, 7.243236e-07
902, ACIDS, 7.239455999999999e-07
903, JULIE, 7.228119499999999e-07
904, VAULT, 7.212876960000001e-07
905, FLESH, 7.2076158e-07
906, TOMMY, 7.206570000000001e-07
907, DOING, 7.194182399999999e-07
908, FIXED, 7.1705088e-07
909, ROMAN, 7.156876999999998e-07
910, MANGA, 7.136745000000001e-07
911, CONGO, 7.118685000000001e-07
912, SKINS, 7.079284799999999e-07
913, GOTTA, 7.060587899999999e-07
914, RATIO, 7.020648269999999e-07
915, NOVEL, 7.007364e-07
916, FUNKY, 6.9493032e-07
917, SHAFT, 6.94203336e-07
918, CRAFT, 6.92704548e-07
919, MIXED, 6.918912e-07
920, VALUE, 6.915804000000001e-07
921, ELECT, 6.915154400000001e-07
922, BRING, 6.88566528e-07
923, LOWER, 6.8798548e-07
924, MYERS, 6.847995e-07
925, NASTY, 6.805918e-07
926, AWARE, 6.764076e-07
927, LOCAL, 6.747832e-07
928, HONDA, 6.720273e-07
929, DICKE, 6.708743999999999e-07
930, WOMAN, 6.657559999999999e-07
931, LUNCH, 6.63866112e-07
932, DRYER, 6.635608979999999e-07
933, SPELL, 6.630553160000001e-07
934, GROWS, 6.617601899999999e-07
935, GROVE, 6.527566499999999e-07
936, CLAIM, 6.489428399999999e-07
937, RURAL, 6.4477855e-07
938, TOUGH, 6.417e-07
939, TYLER, 6.401850000000001e-07
940, STACK, 6.393688000000001e-07
941, SIZED, 6.390558720000001e-07
942, TYPES, 6.354075000000001e-07
943, CHECK, 6.279910560000001e-07
944, PANIC, 6.24484476e-07
945, DERBY, 6.2384985e-07
946, OUTER, 6.23759682e-07
947, KEITH, 6.23623104e-07
948, GUEST, 6.223273979999999e-07
949, RAPID, 6.19978816e-07
950, BUYER, 6.172846679999999e-07
951, PHOTO, 6.16495698e-07
952, CHIEF, 6.14210688e-07
953, WHICH, 6.1329408e-07
954, DRAMA, 6.128145719999999e-07
955, MODEM, 6.051044999999998e-07
956, SMOKE, 6.032753999999999e-07
957, ORDER, 6.0323718e-07
958, NOBLE, 6.0233e-07
959, EMACS, 5.920454400000001e-07
960, METRO, 5.8482567e-07
961, TWICE, 5.8464e-07
962, TULSA, 5.844982499999999e-07
963, FLOUR, 5.8384872e-07
964, SMALL, 5.82424032e-07
965, VENUE, 5.8142448e-07
966, ZONES, 5.805618e-07
967, WAGON, 5.793563999999999e-07
968, STAYS, 5.78739e-07
969, ARGUE, 5.772275999999999e-07
970, MEDAL, 5.772195000000001e-07
971, MPEGS, 5.7066625e-07
972, LABOR, 5.701914400000001e-07
973, QUIET, 5.700589440000001e-07
974, FEWER, 5.692525020000002e-07
975, WITCH, 5.675443199999999e-07
976, TRUCK, 5.671008000000001e-07
977, AUDIT, 5.6589201e-07
978, ALIGN, 5.649840000000002e-07
979, LATEX, 5.64234216e-07
980, STUDY, 5.623560000000001e-07
981, ROBIN, 5.583936999999998e-07
982, OPENS, 5.5738529e-07
983, HEAVY, 5.5319004e-07
984, DECOR, 5.48510508e-07
985, LEGAL, 5.457347999999999e-07
986, KITTY, 5.45148792e-07
987, NAKED, 5.446604800000001e-07
988, DRUNK, 5.440116960000001e-07
989, REALM, 5.43368124e-07
990, COHEN, 5.3926236e-07
991, SHIFT, 5.37447744e-07
992, ANIME, 5.355720000000001e-07
993, FLYER, 5.351946600000001e-07
994, CHARM, 5.34300624e-07
995, STEVE, 5.31733125e-07
996, DEVIL, 5.261819939999998e-07
997, REPLY, 5.25165966e-07
998, ANGER, 5.212935e-07
999, ROBOT, 5.160042999999999e-07
1000, PIXEL, 5.153803199999999e-07
1001, JESSE, 5.148029250000001e-07
1002, AGREE, 5.114382e-07
1003, CREAM, 5.112157050000001e-07
1004, BUDDY, 5.094413999999999e-07
1005, ARMOR, 5.08247796e-07
1006, MEDIA, 5.071423499999999e-07
1007, RIDGE, 5.050349999999999e-07
1008, STICK, 4.949952000000001e-07
1009, LEMON, 4.92487632e-07
1010, PUSSY, 4.922423100000001e-07
1011, SWORD, 4.881676800000001e-07
1012, GOING, 4.796121600000001e-07
1013, LAUGH, 4.793568000000001e-07
1014, SMITH, 4.778288639999999e-07
1015, BINGO, 4.776408e-07
1016, CHEVY, 4.7563362000000003e-07
1017, GLOBE, 4.710615e-07
1018, CALIF, 4.7060433000000003e-07
1019, STOCK, 4.6921420000000015e-07
1020, DILDO, 4.6845539999999994e-07
1021, YEAST, 4.67621856e-07
1022, ADAMS, 4.6754820000000006e-07
1023, VIRAL, 4.666194e-07
1024, DEVON, 4.65766119e-07
1025, CISCO, 4.6294416e-07
1026, RALPH, 4.624564000000001e-07
1027, PUMPS, 4.614036e-07
1028, HELLO, 4.5928701000000014e-07
1029, UNITS, 4.59228e-07
1030, ROCKY, 4.5908519999999997e-07
1031, MACRO, 4.5829476000000007e-07
1032, RETRO, 4.57227342e-07
1033, SIGHT, 4.5509688e-07
1034, SHARP, 4.5108571200000006e-07
1035, ENTER, 4.5087315e-07
1036, DOUBT, 4.496363999999999e-07
1037, FLUSH, 4.4930592e-07
1038, SIXTH, 4.4796456e-07
1039, DEPOT, 4.3886688300000003e-07
1040, DRAFT, 4.36147308e-07
1041, OLDER, 4.3532580000000014e-07
1042, UTILS, 4.33356e-07
1043, NERVE, 4.3260749999999994e-07
1044, VALVE, 4.3223775000000005e-07
1045, ASIDE, 4.2845759999999994e-07
1046, ALARM, 4.2450408e-07
1047, WIDTH, 4.232736e-07
1048, THING, 4.231872e-07
1049, ANGLE, 4.1531625e-07
1050, RADIO, 4.1297930999999997e-07
1051, CROWD, 4.11832512e-07
1052, SIGMA, 4.1106851999999997e-07
1053, INNER, 4.0971840000000006e-07
1054, JESUS, 4.093362000000001e-07
1055, QUITE, 4.0817616e-07
1056, TUMOR, 4.067637e-07
1057, SPEAK, 4.0553513000000003e-07
1058, SCOPE, 4.021836e-07
1059, THONG, 4.011462e-07
1060, DUTCH, 3.953103839999999e-07
1061, SERUM, 3.9406068000000005e-07
1062, CHUCK, 3.9147494400000004e-07
1063, EDGES, 3.87933e-07
1064, BEGUN, 3.8767247999999997e-07
1065, QUOTE, 3.8691698499999994e-07
1066, KLEIN, 3.8383807e-07
1067, GIFTS, 3.8324664000000003e-07
1068, SHOWN, 3.8047955399999995e-07
1069, CROWN, 3.79658097e-07
1070, GRAPH, 3.7623584e-07
1071, DEPTH, 3.70276218e-07
1072, REFER, 3.68088084e-07
1073, ROUGH, 3.679079999999999e-07
1074, PROMO, 3.66788331e-07
1075, BROWN, 3.6559668599999993e-07
1076, SMELL, 3.6166653600000007e-07
1077, VISIT, 3.6043434e-07
1078, ANGEL, 3.5790299999999997e-07
1079, LEXUS, 3.577392e-07
1080, BASIC, 3.5606571000000004e-07
1081, TAHOE, 3.559605e-07
1082, IRISH, 3.4953523199999995e-07
1083, APRIL, 3.4812293999999994e-07
1084, HIGHS, 3.4450919999999996e-07
1085, ASSET, 3.4420932000000006e-07
1086, ALONG, 3.4420932000000006e-07
1087, QUEEN, 3.41479138e-07
1088, DOZEN, 3.3953555999999997e-07
1089, STYLE, 3.3929637500000006e-07
1090, ICONS, 3.3817056e-07
1091, ACUTE, 3.380054399999999e-07
1092, WRONG, 3.3471984e-07
1093, MAYOR, 3.31697905e-07
1094, SAMBA, 3.2958786e-07
1095, DRAWN, 3.2573026799999996e-07
1096, DREAM, 3.21876555e-07
1097, SAUDI, 3.2068008e-07
1098, CRAZY, 3.1955990400000006e-07
1099, BRYAN, 3.191717099999999e-07
1100, VILLA, 3.1860108000000006e-07
1101, BLOOM, 3.1649982e-07
1102, VIEWS, 3.1172526e-07
1103, PAXIL, 3.1089054000000005e-07
1104, PRIZE, 3.0785471999999996e-07
1105, RENEW, 3.0765571200000005e-07
1106, GNOME, 3.0282525000000005e-07
1107, AWARD, 2.9855232000000003e-07
1108, BOBBY, 2.9741399999999997e-07
1109, MICRO, 2.9638224e-07
1110, DISCO, 2.9148336e-07
1111, TWIST, 2.9008799999999997e-07
1112, SANYO, 2.886120720000001e-07
1113, JASON, 2.872642150000001e-07
1114, DIEGO, 2.8627829999999997e-07
1115, YIELD, 2.8527206400000004e-07
1116, SHELF, 2.8435376200000007e-07
1117, SYRIA, 2.8358464999999993e-07
1118, YEMEN, 2.81421504e-07
1119, VITAL, 2.7997164e-07
1120, EVANS, 2.7840232000000006e-07
1121, COMIC, 2.7455273999999997e-07
1122, ITALY, 2.725024e-07
1123, VIDEO, 2.7066312e-07
1124, NAVAL, 2.6963820000000006e-07
1125, TIGHT, 2.68758e-07
1126, AMEND, 2.66289408e-07
1127, SCOUT, 2.62944864e-07
1128, QATAR, 2.5964074500000007e-07
1129, TAMPA, 2.59518e-07
1130, KINDA, 2.5678296000000004e-07
1131, THEFT, 2.5457354999999994e-07
1132, ENDED, 2.53344e-07
1133, ASIAN, 2.5182143999999997e-07
1134, SPARC, 2.51527056e-07
1135, INTER, 2.4875760000000004e-07
1136, OLIVE, 2.4847200000000006e-07
1137, STORM, 2.4789765000000004e-07
1138, STUCK, 2.4749760000000004e-07
1139, HAITI, 2.47005024e-07
1140, VSNET, 2.4638140800000004e-07
1141, MARDI, 2.45928375e-07
1142, KARMA, 2.4107368500000005e-07
1143, JOYCE, 2.353582e-07
1144, FORUM, 2.343042e-07
1145, APPLE, 2.3146959e-07
1146, ANGRY, 2.3136300000000006e-07
1147, DEBUT, 2.2626864000000002e-07
1148, LUCIA, 2.2566980799999992e-07
1149, KEVIN, 2.2496186700000002e-07
1150, VOCAL, 2.2060220000000002e-07
1151, CYCLE, 2.203362e-07
1152, MAYBE, 2.1975112499999997e-07
1153, ROYAL, 2.1921184999999998e-07
1154, MAGIC, 2.1520454999999996e-07
1155, FIFTY, 2.15041392e-07
1156, LUCKY, 2.1132383999999997e-07
1157, QUILT, 2.0985686400000003e-07
1158, JAPAN, 2.06863735e-07
1159, STEAM, 2.0658137500000003e-07
1160, FIGHT, 2.0425608000000002e-07
1161, JOHNS, 2.040017e-07
1162, ITEMS, 2.0374200000000003e-07
1163, ENTRY, 2.001087e-07
1164, NEWER, 1.9973772000000005e-07
1165, ADDED, 1.9918080000000003e-07
1166, LOBBY, 1.9827599999999997e-07
1167, CYBER, 1.975428e-07
1168, MIGHT, 1.9708919999999998e-07
1169, HUMAN, 1.9639802e-07
1170, IDEAS, 1.96196e-07
1171, YOUTH, 1.9439231999999995e-07
1172, AUDIO, 1.9340613e-07
1173, SKIRT, 1.9070726399999997e-07
1174, ORGAN, 1.8971745e-07
1175, LOGIC, 1.8884579999999993e-07
1176, LIGHT, 1.8633887999999997e-07
1177, ORBIT, 1.8498481999999997e-07
1178, SPERM, 1.84588404e-07
1179, CIVIC, 1.84469076e-07
1180, JULIA, 1.8444167e-07
1181, EMILY, 1.8354355200000003e-07
1182, CHEAP, 1.7594577000000002e-07
1183, LYCOS, 1.7479279999999998e-07
1184, OWNER, 1.7413032000000003e-07
1185, PROOF, 1.7257667700000002e-07
1186, TOPIC, 1.7250337499999998e-07
1187, QUERY, 1.7210701200000004e-07
1188, INTEL, 1.707888e-07
1189, VISTA, 1.6881102e-07
1190, HUMOR, 1.6812899600000002e-07
1191, AMBER, 1.6681392e-07
1192, OWNED, 1.6633344000000002e-07
1193, KATHY, 1.6621777200000003e-07
1194, USERS, 1.6435187999999998e-07
1195, HAPPY, 1.6131532000000003e-07
1196, PAPUA, 1.6060456800000002e-07
1197, RELAX, 1.6023735e-07
1198, GROWN, 1.5936265799999997e-07
1199, GAMMA, 1.5882501600000003e-07
1200, RIGHT, 1.5408791999999997e-07
1201, UNITY, 1.537008e-07
1202, ANNEX, 1.524978e-07
1203, TURBO, 1.5233062499999998e-07
1204, KODAK, 1.4900925000000001e-07
1205, ARUBA, 1.4729255999999999e-07
1206, ADULT, 1.4481648000000004e-07
1207, COMBO, 1.423737e-07
1208, EMAIL, 1.40934432e-07
1209, AMINO, 1.4006131200000002e-07
1210, FLOYD, 1.3942656000000001e-07
1211, MIAMI, 1.3920984e-07
1212, DYLAN, 1.3690949999999999e-07
1213, STRIP, 1.34127875e-07
1214, NEPAL, 1.329354e-07
1215, APPLY, 1.3090004400000001e-07
1216, QUEST, 1.28126229e-07
1217, SETUP, 1.2731191200000002e-07
1218, LLOYD, 1.2719616e-07
1219, BELOW, 1.2520872000000004e-07
1220, ENEMY, 1.2359655000000003e-07
1221, INDIE, 1.2353999999999998e-07
1222, STRAP, 1.2279312500000004e-07
1223, UPSET, 1.2178166e-07
1224, FIFTH, 1.2063297599999998e-07
1225, AGAIN, 1.1843140799999998e-07
1226, HOBBY, 1.1820300000000002e-07
1227, ONION, 1.1795280000000001e-07
1228, JEWEL, 1.16563356e-07
1229, SWING, 1.1558016000000002e-07
1230, ACTOR, 1.1452417200000002e-07
1231, NOKIA, 1.1401179999999998e-07
1232, JIMMY, 1.1381731200000001e-07
1233, MULTI, 1.1289355000000001e-07
1234, ADOBE, 1.1281724999999999e-07
1235, SKILL, 1.12727232e-07
1236, ASKED, 1.11541248e-07
1237, QUEUE, 1.1066748e-07
1238, AGENT, 1.09566996e-07
1239, JUDGE, 1.0907624999999998e-07
1240, PUPPY, 1.0479108000000001e-07
1241, MAMBO, 1.041579e-07
1242, EIGHT, 1.0391976e-07
1243, UNDER, 1.0060050000000001e-07
1244, ULTRA, 9.589733999999999e-08
1245, EXAMS, 9.515016e-08
1246, SCREW, 9.430512000000001e-08
1247, AVOID, 9.427891199999999e-08
1248, RUGBY, 9.361529999999998e-08
1249, ARROW, 9.211314000000002e-08
1250, TOXIC, 9.079125e-08
1251, NEWLY, 8.999172000000002e-08
1252, MSGID, 8.99712e-08
1253, EDDIE, 8.956649999999998e-08
1254, ADMIT, 8.951964000000001e-08
1255, MUSIC, 8.8702075e-08
1256, NIKON, 8.742384e-08
1257, SWIFT, 8.668512e-08
1258, IMAGE, 8.6304e-08
1259, KNOWS, 8.5278375e-08
1260, APNIC, 8.226741599999999e-08
1261, ADOPT, 8.19546e-08
1262, URBAN, 8.18389e-08
1263, ABUSE, 8.093087999999999e-08
1264, LINUX, 7.9252992e-08
1265, THROW, 7.7469e-08
1266, UNION, 7.632240000000001e-08
1267, UNCLE, 7.480550000000001e-08
1268, VOLVO, 7.470225000000002e-08
1269, CUBIC, 7.464797999999999e-08
1270, STAMP, 7.44093e-08
1271, PLAZA, 7.322448e-08
1272, DIFFS, 7.287083999999999e-08
1273, NIGHT, 7.166880000000001e-08
1274, AFTER, 7.0895916e-08
1275, OPERA, 7.032471599999999e-08
1276, REMIX, 7.0011396e-08
1277, EBONY, 6.8381768e-08
1278, ADMIN, 6.685644000000001e-08
1279, ESSAY, 6.491940000000002e-08
1280, EPSON, 6.455603e-08
1281, HOWTO, 6.4478295e-08
1282, QUICK, 6.438835200000001e-08
1283, EXACT, 6.363481600000001e-08
1284, KNOCK, 6.280820000000001e-08
1285, MAZDA, 6.11721e-08
1286, MAJOR, 6.030871000000001e-08
1287, OCEAN, 6.024018e-08
1288, USAGE, 5.933399999999999e-08
1289, AMONG, 5.9007312e-08
1290, CLIMB, 5.878656e-08
1291, YOUNG, 5.642496e-08
1292, UPPER, 5.6068011999999993e-08
1293, EVENT, 5.5744612e-08
1294, ALLOW, 5.474280000000002e-08
1295, KNIFE, 5.3244e-08
1296, GROUP, 5.0419824e-08
1297, EVERY, 4.8339984e-08
1298, SCOOP, 4.7568612e-08
1299, LYING, 4.732415999999999e-08
1300, DYING, 4.641407999999999e-08
1301, UNTIL, 4.580565e-08
1302, ABOVE, 4.51269e-08
1303, EXIST, 4.4866944e-08
1304, OXIDE, 4.25952e-08
1305, VINYL, 4.256582400000001e-08
1306, YACHT, 4.137324800000001e-08
1307, PROXY, 4.1257398000000005e-08
1308, DELHI, 4.0933620000000006e-08
1309, SCUBA, 4.0599359999999994e-08
1310, NYLON, 4.0474e-08
1311, ABOUT, 3.9338208000000005e-08
1312, ALPHA, 3.9269580000000005e-08
1313, EMPTY, 3.8495063999999996e-08
1314, EDGAR, 3.78885e-08
1315, KENYA, 3.7090872e-08
1316, IDEAL, 3.6836800000000003e-08
1317, INTRO, 3.6352800000000004e-08
1318, LYRIC, 3.452019999999999e-08
1319, DEBUG, 3.4369920000000004e-08
1320, CLIFF, 3.429216e-08
1321, OUGHT, 3.327954e-08
1322, INDIA, 3.1524e-08
1323, IVORY, 3.1519488e-08
1324, LOPEZ, 2.787148e-08
1325, DUBAI, 2.7381899999999995e-08
1326, EXCEL, 2.7192256000000005e-08
1327, TOKYO, 2.6365500000000002e-08
1328, SQUAD, 2.535936e-08
1329, ALBUM, 2.4897600000000004e-08
1330, OSCAR, 2.4875760000000003e-08
1331, STAFF, 2.48031e-08
1332, THUMB, 2.41056e-08
1333, ISSUE, 2.3385600000000003e-08
1334, AGING, 2.0749824e-08
1335, OTHER, 2.0729800000000007e-08
1336, KNOWN, 2.0536425e-08
1337, YUKON, 1.9103728e-08
1338, USUAL, 1.8944639999999996e-08
1339, OFTEN, 1.8619692000000002e-08
1340, OZONE, 1.7720885e-08
1341, ISAAC, 1.702272e-08
1342, CZECH, 1.6066512e-08
1343, JACOB, 1.5580432000000007e-08
1344, ESSEX, 1.5517320000000002e-08
1345, INDEX, 1.5288e-08
1346, TWIKI, 1.5120000000000002e-08
1347, EBOOK, 1.5000076000000003e-08
1348, OMEGA, 1.4529900000000001e-08
1349, EXTRA, 1.4446872000000002e-08
1350, INPUT, 1.4409600000000001e-08
1351, OMAHA, 1.3103328e-08
1352, XANAX, 1.2765480000000001e-08
1353, HINDU, 1.2655440000000001e-08
1354, SKYPE, 1.2153899999999999e-08
1355, ZDNET, 1.207752e-08
1356, USING, 1.2013056e-08
1357, ISLAM, 1.1356800000000001e-08
1358, ENDIF, 1.0809749999999999e-08
1359, STUFF, 9.6012e-09
1360, ASCII, 9.518544000000001e-09
1361, OCCUR, 9.184896000000002e-09
1362, XHTML, 7.854408e-09
1363, IDAHO, 7.499520000000002e-09
1364, YAHOO, 7.070112000000001e-09
1365, XEROX, 6.8222700000000015e-09
1366, ENJOY, 5.826100000000001e-09
1367, TVCOM, 5.350799999999999e-09
1368, REHAB, 5.23224e-09
1369, SBJCT, 4.4947840000000005e-09
1370, FUZZY, 4.412256000000001e-09
1371, EQUAL, 4.16208e-09
1372, PHPBB, 4.0287600000000005e-09
1373, AWFUL, 3.775680000000001e-09
1374, PIZZA, 3.6443519999999995e-09
1375, INBOX, 2.7440000000000005e-09
1376, OFFER, 2.4875760000000006e-09
1377, EGYPT, 2.0160800000000003e-09
1378, IRAQI, 1.3471360000000001e-09
1379, MYSQL, 8.855000000000002e-10